Ex,c01,c02,c03,c04,c05,c06,c07,c08,c09,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c75,c76,c77,c78,c79,c80,c81,c82,c83,c84,c85,c86,c87,c88,c89,c90,c91,c92,c93,c94,c95,c96
451.9599915,0.167721599,0.228484854,0.168268218,0.13902615,0.104429855,0.086025506,0.064266264,0.20959343,0.199375167,0.066064186,0.048779036,0.07397934,0.319146394,0.344043254,0.278532505,0.344840705,0.342129319,0.263059437,0.317517012,0.277632445,0.26800093,0.293402254,0.36971867,0.309759736,0.495372288,0.53744822,0.394462369,0.39027565,0.497403406,0.270266481,0.397973172,0.422676556,0.500234388,0.443643771,0.455564104,0.546481304,0.57676255,0.657957785,0.425036483,0.552948944,0.479646884,0.482167803,0.757853918,0.681576006,0.623008482,0.422505818,0.445318155,0.510665976,0.553961775,0.582572958,0.412743232,0.464362345,0.400447479,0.528000793,0.452155582,0.677273712,0.43119382,0.409992746,0.397705517,0.412076316,0.573944769,0.473179302,0.509103379,0.501723549,0.442353687,0.487304143,0.513818047,0.512820295,0.71968349,0.648735962,0.403894029,0.453306607,0.389653873,0.407654058,0.275175076,0.339606624,0.311499935,0.340276282,0.327526402,0.397707503,0.439196598,0.380372416,0.346856814,0.233839851,0.314193796,0.359997224,0.296932738,0.406140786,0.368014734,0.298642825,0.319193762,0.429697704,0.470717888,0.359760683,0.443528634,0.433224808
453.0299988,0.02703983,0.1642983,0.070082556,0.041925985,0.093888406,0.063325126,0.042676475,0.117623527,0.135306153,0.05766182,0.152739067,0.059713971,0.249220151,0.165650252,0.357874293,0.294008125,0.228081096,0.286130775,0.209501732,0.251822699,0.240835357,0.283139396,0.290551472,0.433386881,0.536506213,0.578604795,0.434083052,0.245245375,0.582545258,0.288395204,0.397771247,0.43493823,0.513888098,0.283115305,0.540069498,0.472345985,0.372572936,0.576626457,0.536300458,0.490016378,0.490899362,0.44342164,0.661932983,0.503401257,0.576896168,0.512928106,0.417736776,0.493841507,0.552673757,0.578686059,0.415874541,0.442507744,0.516537011,0.523305774,0.439732999,0.572680116,0.465116292,0.431494385,0.413857311,0.299626559,0.582215548,0.546657205,0.513825834,0.37988326,0.383785814,0.465574205,0.594625473,0.400609553,0.644841969,0.543478251,0.350413561,0.461868435,0.311404312,0.463007236,0.25826248,0.319708461,0.329214836,0.272395277,0.355872625,0.372096563,0.303146506,0.200356493,0.44030177,0.263983065,0.350602144,0.363690073,0.253848994,0.346324408,0.399220521,0.364248181,0.276563311,0.337000126,0.364619935,0.316570366,0.319267267,0.299722636
453.9299927,0.173250046,0.363814678,0.113000143,0.159407321,0.13468137,0.133427214,0.146723773,0.191691112,0.321277764,0.219799083,0.150068428,0.18005095,0.390235569,0.302357938,0.31515741,0.287102606,0.371540662,0.277201708,0.358056005,0.309976842,0.37794834,0.306075271,0.393941697,0.438974019,0.39249415,0.533955641,0.257339574,0.324509032,0.493103333,0.194828458,0.448690064,0.331261314,0.437537558,0.274711765,0.505405612,0.349525131,0.331300355,0.41793371,0.38796664,0.458421536,0.432289489,0.408313312,0.590349324,0.54806859,0.496842392,0.408466615,0.313652463,0.411116548,0.475121656,0.521042981,0.284740725,0.354190507,0.426181206,0.529269614,0.404444554,0.583117344,0.503715434,0.411093512,0.388597616,0.333908805,0.478028663,0.470076391,0.477064111,0.482548811,0.454585531,0.333178439,0.567691007,0.564078012,0.738640943,0.530185082,0.357154765,0.431754508,0.382861596,0.533101868,0.424909752,0.473524939,0.337217759,0.358566117,0.390301507,0.387425911,0.371245813,0.265075009,0.389085691,0.28175367,0.3369794,0.283953946,0.373635869,0.444439989,0.431495529,0.368798774,0.39696775,0.43430103,0.478790712,0.345258337,0.342145454,0.344207894
455,0.216597855,0.270546719,0.118833229,0.170471147,0.207696691,0.071024228,0.165131435,0.173691913,0.284184203,0.086624298,0.181973398,0.150742568,0.362329498,0.223442048,0.334505185,0.344106272,0.365711287,0.298866615,0.251779929,0.187052995,0.359296635,0.430599973,0.345291063,0.336446241,0.437349016,0.584068203,0.414686257,0.318860227,0.598107601,0.280221397,0.399417544,0.375983173,0.417551899,0.392241562,0.494238758,0.440678949,0.343804175,0.662809277,0.350571657,0.502318585,0.36257478,0.393339569,0.69996562,0.548286105,0.600138748,0.526530946,0.347602332,0.401014948,0.480063496,0.495422302,0.446100889,0.412495194,0.345554052,0.50170025,0.374854265,0.599238811,0.596045135,0.386023043,0.411979822,0.370150415,0.51029372,0.575701712,0.518521426,0.326847194,0.369552879,0.440319745,0.594031749,0.555401681,0.746392725,0.549175499,0.453927783,0.368176131,0.287306648,0.373731326,0.177146371,0.282399487,0.326882076,0.241700511,0.269067626,0.37170301,0.279698711,0.267396819,0.279403906,0.193914246,0.25117017,0.303108614,0.310995292,0.279824447,0.32900108,0.334694993,0.193001401,0.321647655,0.382778775,0.266623359,0.247813623,0.275698941
456.0599976,0.196396545,0.219486952,0.185329899,0.247799113,0.092786759,0.134656161,0.111624293,0.196297988,0.178392246,0.107259654,0.168461233,0.155084267,0.397182748,0.195284709,0.397692963,0.288446411,0.253321677,0.330948427,0.332099125,0.222381681,0.442879781,0.317452118,0.35827361,0.394814596,0.487963587,0.695306391,0.384595186,0.333183676,0.350052059,0.374905437,0.479780436,0.475855112,0.476691812,0.46589309,0.518142641,0.529239267,0.503047347,0.619173437,0.355377972,0.565684587,0.458787739,0.480717808,0.718526989,0.570941657,0.592381626,0.484258741,0.387880355,0.470976114,0.465084989,0.572889853,0.388630766,0.475021292,0.416104097,0.385108698,0.446154106,0.584246922,0.627237786,0.271393884,0.421425272,0.288794,0.481588978,0.490362484,0.477137376,0.448251892,0.324066658,0.472837646,0.55623721,0.441969592,0.697783459,0.569233347,0.400347162,0.468419004,0.366282031,0.379722133,0.286970153,0.292308494,0.20369716,0.243373945,0.291923717,0.247074172,0.307411447,0.159148604,0.3099484,0.306864724,0.231128767,0.364939317,0.314578071,0.332886949,0.372564182,0.272764787,0.27717568,0.267694101,0.345079795,0.262580797,0.308339193,0.265675291
456.9599915,0.237250569,0.25969665,0.146999556,0.202877465,0.094055149,0.084171261,0.10932229,0.118871036,0.257384288,0.133880976,0.071659598,0.17632975,0.260133165,0.229740652,0.397733021,0.329802292,0.247175398,0.305602717,0.36773445,0.263594109,0.245449918,0.287460792,0.384242284,0.285919565,0.513440035,0.623732053,0.355348967,0.226765491,0.410143994,0.379835151,0.40780931,0.371755265,0.495591663,0.250225596,0.436640315,0.516147517,0.52995088,0.602684401,0.468368404,0.462973081,0.47953134,0.373296253,0.738747679,0.530392967,0.639841162,0.444898181,0.446889214,0.430441074,0.494005768,0.555363147,0.362810967,0.398127286,0.335670261,0.488766937,0.469799517,0.586303739,0.628053633,0.291842667,0.398365108,0.337610153,0.459068654,0.53542581,0.449433772,0.335372237,0.394957451,0.29730442,0.332258789,0.48058602,0.699983982,0.498874513,0.39765471,0.349124162,0.303382277,0.421677589,0.266697794,0.288307816,0.290159941,0.266491383,0.3107934,0.398133427,0.460227311,0.242243707,0.310798943,0.278168947,0.331954449,0.285877645,0.3210015,0.430122644,0.312291265,0.335841566,0.254645169,0.353446543,0.465952218,0.421564251,0.312073678,0.434390366
458.0299988,0.051749904,0.227948692,0.141978707,0.182759594,0.052065205,0.041667338,0.072278637,0.233184215,0.219920468,0.106744621,0.165190782,0.095031533,0.302260708,0.242173117,0.375783186,0.299740862,0.343161594,0.279665064,0.328454178,0.260759156,0.323110681,0.286724221,0.290438812,0.352784883,0.50294951,0.519767437,0.314351115,0.254428867,0.417403612,0.260480318,0.357577208,0.325148676,0.488863979,0.331386004,0.374038521,0.411546502,0.349134717,0.464027438,0.337888215,0.557452474,0.46460912,0.372893099,0.653209899,0.496905301,0.607130382,0.474105034,0.308199827,0.367932621,0.45809792,0.569631115,0.442409173,0.425660565,0.347898677,0.472285613,0.466127679,0.490242019,0.474214569,0.359107479,0.455587998,0.380402729,0.594383076,0.415688321,0.467813954,0.411853984,0.395341679,0.418643609,0.427631393,0.507972792,0.654869929,0.633530751,0.40090932,0.391809866,0.344776991,0.396843824,0.338194105,0.305902871,0.339517775,0.322710189,0.24010973,0.380697998,0.373851928,0.207914772,0.347383055,0.267013046,0.301974717,0.361177477,0.26379213,0.442020538,0.449575814,0.281981143,0.301253411,0.423361334,0.487044933,0.456468704,0.318385425,0.286843988
458.9299927,0.18730256,0.158472896,0.149228148,0.180806801,0.114765361,0.153589055,0.187465101,0.34207873,0.223387957,0.090439361,0.203813598,0.206450611,0.377086267,0.320776477,0.427834794,0.304716274,0.278195992,0.328247026,0.344540015,0.268674016,0.336509421,0.316543683,0.369167283,0.387746498,0.506602438,0.672116252,0.426857742,0.363671156,0.404177817,0.25000173,0.354759576,0.419711562,0.447949352,0.327146621,0.486534895,0.422461184,0.504902484,0.592290612,0.462861599,0.620111378,0.498150053,0.465969564,0.583799632,0.517499955,0.551490339,0.594250234,0.400948407,0.448929073,0.407160737,0.361540325,0.370498307,0.194423832,0.288156815,0.419823416,0.387043484,0.467284389,0.436743803,0.17718295,0.422099777,0.244623251,0.400482066,0.471273549,0.497191794,0.388154246,0.368417598,0.330644794,0.40243683,0.374908902,0.597644158,0.438563831,0.300143518,0.298309125,0.263353594,0.340125389,0.308612622,0.307924248,0.34710712,0.304478236,0.268413045,0.352751948,0.322414614,0.273794033,0.30552984,0.270990469,0.262767352,0.349150039,0.325087704,0.469760783,0.258528061,0.282141216,0.317516573,0.263647415,0.40938554,0.341241278,0.251065888,0.335683621
460,0.249863837,0.191385794,0.103370178,0.159303818,0.148648042,0.115148123,0.14260428,0.127291013,0.105391812,0.075835984,0.155229989,0.07557917,0.424804661,0.271448556,0.299953554,0.284187827,0.297835711,0.283167694,0.324321602,0.282686207,0.272826348,0.338300172,0.385089789,0.284899358,0.521713924,0.594694089,0.37359656,0.303642135,0.504184555,0.307776641,0.492486309,0.47181968,0.546283972,0.388149153,0.481253218,0.4283912,0.566931259,0.559048783,0.421090107,0.516820323,0.510854822,0.465460222,0.537532937,0.640984666,0.620096277,0.514932316,0.401633959,0.487910252,0.533802438,0.646082985,0.342575091,0.405563998,0.491653818,0.445748555,0.45417543,0.625811624,0.527751612,0.46402176,0.430021602,0.322822738,0.572991061,0.583267796,0.554752159,0.465694624,0.485236484,0.371975529,0.542413878,0.3919438,0.797085511,0.581040609,0.485935467,0.394866693,0.400960365,0.426242778,0.32199497,0.410661617,0.372056762,0.318909952,0.35123367,0.411519,0.397152403,0.391416529,0.330058912,0.3563687,0.315709898,0.325786749,0.315651575,0.394425848,0.442302862,0.374998907,0.360306123,0.467990765,0.435880134,0.344868192,0.324401269,0.341466108
461.0599976,0.134176074,0.274220226,0.13122241,0.147516383,0.132076262,0.08487243,0.134787766,0.233659251,0.148160575,0.053247837,0.120806662,0.168170465,0.421798585,0.230960516,0.251317201,0.337758331,0.256207971,0.220060972,0.317119597,0.215013934,0.306424974,0.35519713,0.353153734,0.342190055,0.355157988,0.55807312,0.357807266,0.260440039,0.445617186,0.237613367,0.358744668,0.361716406,0.543366389,0.268543439,0.414368169,0.457511889,0.447180854,0.566073792,0.414166646,0.408110695,0.456099736,0.380923765,0.655897336,0.6709127,0.53498395,0.525085585,0.418195145,0.348969268,0.574348308,0.593095042,0.332722701,0.382318981,0.389563955,0.435540326,0.39060653,0.560946502,0.555634893,0.252925374,0.320815451,0.259173967,0.485293664,0.485113002,0.390844055,0.387322135,0.339344956,0.34119872,0.515907563,0.392887957,0.621481456,0.389077969,0.333394267,0.307311244,0.268359875,0.457425809,0.314697122,0.313718533,0.320757663,0.197643524,0.208640566,0.436341709,0.391191786,0.236896848,0.29058308,0.313210374,0.344882911,0.321219957,0.346100962,0.346726125,0.349532371,0.24060226,0.274746334,0.334172046,0.385553187,0.352568513,0.311595744,0.354208922
461.9599915,0.108837072,0.105480898,0.158033986,0.143588755,0.117599685,0.081181686,0.060519706,0.167388562,0.217226047,0.080710154,0.154305551,0.087138478,0.413937349,0.185352463,0.306009669,0.266665,0.192855302,0.232957501,0.201941568,0.297061998,0.28124522,0.36084323,0.251782466,0.27619328,0.383241743,0.608526498,0.486973912,0.311142385,0.478613704,0.198715061,0.501316339,0.351589233,0.499129921,0.254860461,0.492373079,0.444683611,0.419762313,0.59681043,0.40844956,0.511573166,0.405485451,0.415040851,0.600184888,0.568080455,0.528985471,0.461123705,0.441025138,0.450401843,0.425402449,0.455861675,0.484003441,0.411370354,0.316412317,0.509831743,0.42970215,0.587983744,0.585574405,0.266670512,0.390055137,0.290844606,0.496595399,0.421992676,0.468053835,0.396636473,0.392123656,0.311566876,0.510627406,0.472780662,0.698666589,0.486686872,0.367189931,0.391926007,0.351623632,0.43797899,0.271905877,0.308084287,0.291328497,0.230564542,0.220313229,0.282075532,0.33927799,0.231473543,0.238654055,0.207536601,0.235195734,0.308228619,0.285573192,0.376863368,0.377967842,0.382447429,0.25843782,0.333753057,0.435594209,0.388769992,0.292625464,0.295649387
463.0299988,0.026793312,0.095353056,0.10483006,0.106702004,0.065419275,0.033069875,0.08165421,0.115447957,0.191942517,-0.006712083,0.088144545,0.052697826,0.257832307,0.217773933,0.30209877,0.226263601,0.240142185,0.293889839,0.294600893,0.147267226,0.306272943,0.292411733,0.33176722,0.230247486,0.474232746,0.607094152,0.326278312,0.231008662,0.459368629,0.237152232,0.384773953,0.400249464,0.477670087,0.404362304,0.525991244,0.500726206,0.446902169,0.576976581,0.436350925,0.524729891,0.503886921,0.487425966,0.525562687,0.577966971,0.566199524,0.461588217,0.422548665,0.368825031,0.567162938,0.486184843,0.444288917,0.347831883,0.371554054,0.339934237,0.45510263,0.635039516,0.484423287,0.343615361,0.375280567,0.304740526,0.556239255,0.34833423,0.545094259,0.309385635,0.3324017,0.367830195,0.44400049,0.565939613,0.6465782,0.509809025,0.388257839,0.416320153,0.314063794,0.43930558,0.272393561,0.443751371,0.356143481,0.322000182,0.248752273,0.387449241,0.39525143,0.287164784,0.272044755,0.230101473,0.383664466,0.272378988,0.417235411,0.342420197,0.273875005,0.290018833,0.344480461,0.281245566,0.445050753,0.350070274,0.385302997,0.340908892
463.9299927,0.178946055,0.149501047,0.108973003,0.122319139,0.116034999,0.075644664,0.192732579,0.176224372,0.216320015,0.112089722,0.131255276,0.092139921,0.452826506,0.318073786,0.383587039,0.226550928,0.259290433,0.320425904,0.350851036,0.199135206,0.376021451,0.262217439,0.322405851,0.286788619,0.379299708,0.484539844,0.265818544,0.203971989,0.388908632,0.217387624,0.285264201,0.284202106,0.444554307,0.280379541,0.434939422,0.42901323,0.297534414,0.522664465,0.387826182,0.445728756,0.444210447,0.408094026,0.461370625,0.449218489,0.595368482,0.498050131,0.337422825,0.323374249,0.513140146,0.610004369,0.466692779,0.367326234,0.476601247,0.627707068,0.431539003,0.7186541,0.530227009,0.431816194,0.493988756,0.403309826,0.609648053,0.535615359,0.640884224,0.422825281,0.596080784,0.465997998,0.575817291,0.567076091,0.848046008,0.662889306,0.386201832,0.37838367,0.241531949,0.446728419,0.387390147,0.305324654,0.286329876,0.33290566,0.348065595,0.371180455,0.33483253,0.321208428,0.342162292,0.303717027,0.323069136,0.340072463,0.356264274,0.326172869,0.311017732,0.297161262,0.303998838,0.367150734,0.397419224,0.360944997,0.329778056,0.408100913
465,0.307816517,0.184651967,0.107318927,0.254551914,0.096476905,0.116967555,0.265290003,0.181944575,0.216560375,0.185496371,0.114525389,0.17602719,0.436476003,0.264662202,0.349111389,0.344156068,0.299046408,0.343278777,0.320685726,0.332980972,0.359984737,0.352212083,0.359303337,0.339857917,0.41755227,0.462164141,0.200259633,0.306717195,0.309668906,0.224439926,0.372149207,0.316638835,0.399266906,0.242025204,0.45679412,0.407049395,0.421932854,0.538597919,0.321066208,0.364536621,0.451387443,0.40327514,0.599340059,0.523971416,0.462556936,0.494206168,0.321256794,0.336046614,0.576580737,0.537105057,0.320332471,0.325254444,0.348136518,0.35793722,0.364598576,0.656716976,0.431402538,0.301786844,0.306570593,0.323019538,0.418441895,0.343646232,0.522591982,0.253845934,0.306874905,0.326936398,0.563914929,0.427680466,0.555822942,0.545607064,0.239917312,0.371064577,0.336628813,0.476644088,0.346156973,0.395734627,0.290037621,0.334637392,0.364532758,0.474603552,0.27587815,0.278060395,0.313916434,0.310847986,0.403660972,0.317388404,0.344782013,0.36794107,0.380776752,0.395016361,0.337635238,0.370268483,0.424373854,0.347557057,0.446164329,0.33148082
466.0599976,0.139977222,0.197848236,0.153954482,0.15222328,0.086494511,0.117151653,0.18108738,0.192779323,0.241866758,0.146030655,0.158036103,0.177757462,0.389428502,0.281801527,0.344428187,0.391259288,0.202521196,0.338509029,0.356197065,0.288263625,0.265010884,0.344304478,0.262921667,0.381695395,0.515934864,0.438595543,0.392017612,0.381498078,0.458584497,0.267066726,0.401318351,0.379029939,0.540851543,0.308966497,0.505030343,0.433198372,0.482574711,0.558905432,0.408240745,0.427661786,0.453700999,0.344470838,0.598079929,0.560345897,0.631900618,0.533609996,0.415832022,0.410143057,0.55426925,0.549437817,0.463938143,0.341150936,0.419035759,0.494659182,0.473628189,0.572615977,0.487228598,0.231172841,0.287108507,0.30277824,0.527547713,0.510312255,0.494835492,0.364105966,0.482538398,0.389899161,0.492975947,0.4975571,0.668341216,0.499319728,0.36541402,0.353392597,0.35986307,0.389485505,0.354204503,0.405843702,0.304557768,0.349483487,0.265697357,0.433960286,0.441356835,0.307026413,0.379955647,0.30463287,0.268177179,0.325933454,0.238686305,0.365250793,0.398219344,0.35300487,0.289388803,0.298932669,0.370447096,0.404967693,0.381336269,0.389394102
466.9599915,0.334953316,0.211994253,0.367552318,0.292054929,0.116883881,0.29531277,0.204282887,0.306690268,0.295943819,0.20791918,0.269806616,0.205608033,0.53380508,0.34584067,0.373955823,0.464613207,0.329936244,0.398005553,0.437994309,0.366738953,0.340399779,0.54918129,0.392648138,0.490230836,0.436040759,0.582706749,0.446377695,0.244506255,0.488260537,0.294646561,0.381380796,0.443494737,0.636910498,0.353700608,0.613296688,0.449398667,0.500919938,0.631138802,0.345532537,0.358009487,0.527025282,0.374384224,0.587624609,0.664306998,0.462270826,0.501682103,0.443826377,0.292589426,0.595540285,0.441148877,0.414372832,0.3125,0.430733293,0.535239816,0.391949356,0.767901719,0.38059178,0.303831309,0.357004732,0.341691375,0.374085695,0.491178423,0.534003496,0.383928955,0.453505814,0.374574721,0.626288712,0.461782664,0.642584562,0.426770121,0.213781103,0.321907252,0.200968616,0.352360778,0.289175563,0.167931564,0.295357607,0.212745331,0.241525941,0.291082732,0.311987899,0.198130183,0.243536465,0.234217189,0.215362273,0.209979855,0.182568066,0.255433492,0.359493963,0.328121714,0.30437123,0.251620255,0.304988407,0.274744026,0.201463662,0.269445829
468.0299988,0.029655322,0.171464197,0.130616836,0.117921911,0.089977644,0.070606254,0.097857669,0.105709575,0.224510722,0.000636538,0.099116437,0.091667652,0.350579791,0.361846022,0.335611872,0.231975384,0.32475429,0.207107492,0.303231739,0.236766167,0.278694026,0.316881053,0.244777046,0.307278179,0.485007335,0.550438095,0.306272168,0.302672613,0.338411141,0.310117204,0.504440237,0.410158504,0.480674494,0.264342684,0.443861116,0.324967284,0.457060952,0.545544375,0.39890774,0.416393388,0.583439339,0.233353782,0.530898977,0.57551669,0.613818575,0.524035681,0.198623035,0.266084511,0.50766867,0.557446059,0.380004074,0.317066845,0.353671934,0.486478772,0.415760871,0.558276769,0.39328995,0.39466944,0.373831715,0.273826923,0.56834453,0.349949833,0.473736849,0.311906245,0.418845203,0.438884016,0.371504273,0.490199205,0.563573238,0.581878956,0.320109125,0.218209263,0.261719804,0.483192753,0.328399312,0.321456265,0.319515567,0.303633105,0.345074069,0.346802991,0.413476598,0.216356616,0.299255591,0.295214754,0.264665734,0.410564732,0.279350679,0.25742441,0.286759358,0.3056571,0.297710638,0.278728079,0.410021823,0.327875238,0.412527155,0.376720559
468.9299927,0.068353742,0.173584126,0.143454783,0.215442918,0.062206767,0.158527143,0.152564727,0.160624288,0.132409908,0.065086208,0.123584248,0.051165469,0.349317648,0.240504153,0.233043738,0.28435231,0.225561045,0.227679737,0.302953668,0.228489898,0.308006652,0.257671006,0.255819567,0.328972198,0.421334248,0.581889074,0.335414719,0.273132484,0.406223845,0.24679051,0.45127682,0.35374425,0.346771758,0.269345682,0.439656865,0.533128362,0.391406011,0.588411193,0.465333384,0.414724242,0.538487833,0.406192373,0.470991176,0.547755878,0.389179807,0.575042587,0.288649391,0.413490217,0.513655726,0.521764938,0.411650036,0.246901128,0.390806917,0.401119743,0.440319363,0.490881745,0.418642852,0.274587426,0.371635858,0.286173765,0.415557925,0.281137679,0.402230982,0.268374447,0.362393353,0.342586283,0.509176437,0.355234418,0.523088697,0.378242556,0.15293381,0.291456316,0.32547833,0.454309598,0.315959856,0.453066215,0.373894051,0.247684062,0.317191437,0.398666218,0.430049494,0.410925999,0.352741823,0.325118735,0.347836033,0.443448886,0.399413571,0.381226674,0.384670898,0.387301728,0.372913048,0.393235847,0.472735688,0.342728361,0.378830299,0.369719729
470,0.262470551,0.277644165,0.229184411,0.223546304,0.230592944,0.134983279,0.271562912,0.300609298,0.285064764,0.094327007,0.178165361,0.181776084,0.498901375,0.262253143,0.411779471,0.466358878,0.317940272,0.406974949,0.357871898,0.30941046,0.290395118,0.506686397,0.354456462,0.449754931,0.381596133,0.544834748,0.460485116,0.273699775,0.390023336,0.292128101,0.366863027,0.427110627,0.453498676,0.230480269,0.38580735,0.374330088,0.442664549,0.546971992,0.373952582,0.463651493,0.375955924,0.486271158,0.502929524,0.490043655,0.477934971,0.476399377,0.313333765,0.295844927,0.597525046,0.627628312,0.399862454,0.336748675,0.396206246,0.430325911,0.54345058,0.58514689,0.393772111,0.316067354,0.374328391,0.425227241,0.421831326,0.33020638,0.409448014,0.307081238,0.479283885,0.436728255,0.573302076,0.315254972,0.615918503,0.49967377,0.354574607,0.308491097,0.230287299,0.334866956,0.214713171,0.248465821,0.292262897,0.164423481,0.198789343,0.250304326,0.257202581,0.23445864,0.297552153,0.172434554,0.103112593,0.192236826,0.105930075,0.355513915,0.207287177,0.207937643,0.327325478,0.208516374,0.233936325,0.26290904,0.262291536,0.378626183
471.0400085,0.112030618,0.095315091,-0.043625258,0.155154862,-0.031846141,0.125432633,0.129017361,0.093655668,0.115828045,0.050682113,0.093460716,0.169738017,0.384119608,0.276166417,0.1235485,0.235330321,0.311826356,0.163879879,0.230588384,0.106944762,0.227327533,0.184434824,0.270297207,0.216850765,0.438104305,0.541227493,0.348497037,0.304047171,0.413635049,0.2851463,0.499302421,0.410578523,0.653689478,0.354954127,0.393424932,0.423279498,0.622278664,0.49294642,0.286263678,0.400729243,0.576609824,0.310978685,0.543403421,0.58430681,0.482414398,0.500575755,0.269813005,0.506327961,0.633606493,0.542917609,0.429590166,0.331792593,0.403442711,0.395326823,0.402887344,0.64683789,0.460694849,0.245118946,0.401805997,0.334650338,0.51686269,0.424748689,0.399857819,0.389364779,0.455976546,0.458570331,0.40212068,0.279021114,0.479653776,0.37698862,0.269864738,0.458931118,0.234073516,0.211538311,0.135214146,0.303055312,0.293965753,0.271586653,0.342726406,0.334554967,0.269591894,0.217639443,0.260513034,0.21951076,0.249293234,0.144963261,0.297970738,0.350018736,0.317528632,0.333712723,0.264852043,0.304691311,0.375286456,0.282234129,0.308750506,0.211053845
471.9400024,0.199284333,0.188474494,0.068215567,0.192937809,0.178507897,0.011216673,0.131678808,0.197497117,0.18683629,0.155701253,0.054572406,0.090648401,0.40606049,0.270500126,0.287658337,0.33610672,0.272173884,0.278355303,0.293304118,0.334336462,0.259580704,0.269247892,0.320663127,0.325770411,0.420171448,0.476720997,0.39776341,0.378111252,0.484206774,0.307585129,0.397175678,0.349037954,0.417272278,0.354685464,0.603649893,0.461541721,0.423854657,0.605971494,0.41295273,0.401362726,0.506616541,0.397844353,0.548888245,0.509415009,0.603095927,0.427560725,0.40529997,0.430041411,0.589087242,0.428608531,0.408999586,0.261595422,0.473428899,0.334092671,0.550173098,0.632841999,0.471808905,0.396108801,0.462883944,0.361893529,0.477453494,0.38512438,0.551325316,0.49970367,0.446325475,0.320690209,0.450594747,0.481454724,0.631892079,0.484835679,0.434428507,0.294217015,0.268848319,0.372422595,0.274640311,0.281410266,0.245830793,0.325604159,0.219987411,0.414583582,0.297676045,0.266855229,0.187641788,0.166304696,0.275706638,0.237293024,0.237826515,0.275217015,0.290765841,0.312727321,0.314999063,0.346409161,0.402416755,0.249873478,0.302042414,0.303631593
472.980011,0.135027194,0.099796059,0.057268122,0.126520688,0.066084707,0.120855236,0.114491412,0.125931511,0.214645917,0.062755765,0.103310594,0.055578122,0.553652847,0.138336072,0.226987982,0.1652805,0.138489285,0.224039296,0.244060749,0.202490071,0.337899322,0.351641739,0.172017867,0.17917023,0.406512976,0.575902879,0.397539675,0.342610478,0.325835496,0.313918948,0.36014542,0.411047161,0.386906147,0.323801637,0.58520174,0.455840468,0.393567383,0.496177167,0.40835309,0.37040779,0.48989448,0.407133877,0.473298103,0.619247675,0.406853229,0.612290561,0.398955464,0.399260819,0.628596652,0.738559831,0.422956247,0.394526858,0.413869489,0.410966892,0.455147404,0.571872581,0.38656785,0.319557536,0.406582583,0.37858196,0.506307799,0.425376642,0.503070343,0.428120155,0.38652252,0.473220605,0.405307073,0.516470153,0.648797799,0.506419588,0.375405807,0.499982078,0.217353702,0.259347796,0.128000751,0.169239163,0.18290171,0.182142109,0.207011372,0.21301198,0.141262189,0.134842858,0.176517487,0.109851688,0.222508579,0.199457973,0.244198054,0.176152229,0.223458648,0.201002777,0.196253031,0.177368999,0.292818516,0.224993348,0.218593299,0.217026174
474.019989,0.170391288,0.144102197,0.107611265,0.138416614,0.120106231,0.09961037,0.066915233,0.129246753,0.164302405,0.01303659,0.119905915,0.000937808,0.328200709,0.328488301,0.334408712,0.196406346,0.158463936,0.25891329,0.314358722,0.220545899,0.190587472,0.231639694,0.294354301,0.200118419,0.396513291,0.526512779,0.285916246,0.198073871,0.333891816,0.216417916,0.430191673,0.243060894,0.413588233,0.176609702,0.36461661,0.404777028,0.343091823,0.405105181,0.384788372,0.286703564,0.580076732,0.31963665,0.511225022,0.588569738,0.419811435,0.36088375,0.230550565,0.328072943,0.491402922,0.474662362,0.360472886,0.23633167,0.357557354,0.459219454,0.452626495,0.551287828,0.474651901,0.245597718,0.286789594,0.366214661,0.454697875,0.374993084,0.359923987,0.371106116,0.310762374,0.307760028,0.360275893,0.45147243,0.585494993,0.346746502,0.266436247,0.294300256,0.334624447,0.365333535,0.336678572,0.374978043,0.18815171,0.497648843,0.328452088,0.377124675,0.449227251,0.306112982,0.225040771,0.338398255,0.283683546,0.376954891,0.461719908,0.35004238,0.419054247,0.428362198,0.31163875,0.353325017,0.235776462,0.299484588,0.471244134,0.430243917
