Ex,c01,c02,c03,c04,c05,c06,c07,c08,c09,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c75,c76,c77,c78,c79,c80,c81,c82,c83,c84,c85,c86,c87,c88,c89,c90,c91,c92,c93,c94,c95,c96
537.9400024,0.28435191,0.104948321,0.190405497,0.18040883,0.080085875,0.091044309,0.116140658,0.188290173,0.054161122,0.051732218,0.140515218,0.134386079,0.277376169,0.234357635,0.224030862,0.130577313,0.190779516,0.228817875,0.146155203,0.180116558,0.130341807,0.271430815,0.286627168,0.147213766,0.330504239,0.377921402,0.240579218,0.237964541,0.212943703,0.202120125,0.199568957,0.105572775,0.18245101,0.282835931,0.239783138,0.140039638,0.367928445,0.16461134,0.383299649,0.159554452,0.26982221,0.265661567,0.176645249,0.300237179,0.16479364,0.181548536,0.183367163,0.165687516,0.325089097,0.308507085,0.36038819,0.259986728,0.291014016,0.326228797,0.497988373,0.38171339,0.331108958,0.39150691,0.360803396,0.283921897,0.17862612,0.447564602,0.260834396,0.139304876,0.461128145,0.382819057,0.409060687,0.20655556,0.273387671,0.418647379,0.283655018,0.280483454,0.165773332,0.200591743,0.134754375,0.202219352,0.152299717,0.204318792,0.14253135,0.274191141,0.17363894,0.133056566,0.325364083,0.237859264,0.219706371,0.289807081,0.19433324,0.283720881,0.267495483,0.215091854,0.305899888,0.232534111,0.421407491,0.24016048,0.262123227,0.19028461
538.9699707,0.064592198,0.090134069,0.016459968,-0.013053643,0.028834745,0.084822342,0.001996458,0.039669991,0.188119814,0.060841121,-0.039324149,0.037630498,0.147976846,0.056729421,0.079431295,0.140898496,-0.013177967,0.152514488,0.050021961,0.179545105,0.146997198,0.325311765,0.208110362,0.137811705,0.404838181,0.440215266,0.230516321,0.292879648,0.208587087,0.332710302,0.381554252,0.256998516,0.437660403,0.31613282,0.158991373,0.269509292,0.349900103,0.275131649,0.490872539,0.228407166,0.393301583,0.392531193,0.257770128,0.276295251,0.404568291,0.368130839,0.344400114,0.286855943,0.451461538,0.331526383,0.178000613,0.177750721,0.267314716,0.329165651,0.418612196,0.275237753,0.294263943,0.275286778,0.265277728,0.187719761,0.277600302,0.303548916,0.281789019,0.354684575,0.511145248,0.248794123,0.374303176,0.197852506,0.287826403,0.308873191,0.258719875,0.173156424,0.197575837,0.283383757,0.090637356,0.12648046,0.187177032,0.120823592,0.040103726,0.144172043,0.136550277,0.145743668,0.081964448,0.123961449,0.190014035,0.165654227,0.213297874,0.08685568,0.088430449,0.047661975,0.245450854,0.210709095,0.327861518,0.193889439,0.074595481,0.19037053
540,0.170915842,0.076914258,0.088853426,0.137660235,0.065876357,0.063462578,0.012771457,0.038701076,0.130969897,0.206960157,0.109749503,0.013586276,0.290231034,0.245313138,0.13839829,0.235038221,0.258264169,0.328166738,0.213984355,0.089716338,0.239458188,0.400735661,0.091372609,0.242887095,0.417288047,0.335298997,0.3279279,0.203501997,0.224657816,0.400385392,0.346371603,0.429541302,0.236839262,0.235178349,0.253799227,0.352831882,0.373518211,0.322169703,0.47125752,0.335016442,0.349146795,0.337231112,0.298030836,0.36450426,0.316142184,0.415864003,0.290139121,0.13971318,0.353157252,0.279563516,0.215404883,0.254467607,0.451111853,0.343115121,0.474700093,0.236596704,0.214698493,0.291707039,0.243736386,0.166608751,0.066664569,0.315318108,0.136398196,0.261981308,0.291868627,0.301636755,0.373122394,0.23583737,0.341665983,0.328718394,0.207252562,0.256526381,0.283426505,0.231725615,0.126668107,0.236378204,0.188826781,0.142029446,0.167483624,0.136129808,0.164979424,0.168228474,0.18843649,0.001211595,0.106558826,0.305343162,0.380937349,0.139984872,0.166736405,0.147388529,0.325796466,0.116824742,0.315101784,0.169281464,0.153901305,0.222984772
541.039978,-0.061835382,0.003802191,0.009771798,-0.000650141,0.025308169,-0.036447237,0.094500601,0.154779702,0.026126064,0.081711799,0.088157892,0.119615331,0.086451143,0.139644817,0.037289433,0.099094376,0.02978044,0.088745639,0.139917031,0.229312539,0.126016602,0.243617624,0.25985679,0.11536777,0.442004383,0.481707484,0.246423766,0.25969851,0.285823166,0.219677985,0.302333206,0.256877929,0.309242487,0.217793748,0.461781204,0.209635854,0.278139472,0.445257992,0.367111713,0.267418683,0.317960978,0.356278509,0.458018929,0.401025653,0.373935491,0.381447345,0.299114615,0.202808902,0.332735516,0.150590606,0.242174424,0.174793147,0.338331051,0.26066304,0.488907792,0.382660456,0.272766866,0.259500153,0.079114579,0.276565976,0.23235289,0.336593755,0.270062931,0.316759177,0.440536775,0.347324736,0.330616184,0.258021392,0.193341352,0.347810425,0.363585152,0.254929729,0.308273271,0.234350339,0.215098634,0.29732652,0.205629691,0.240136564,0.214420676,0.277983621,0.181822345,0.011878178,0.339156851,0.251470864,0.291367456,0.221276462,0.214994222,0.21958676,0.184230417,0.234559521,0.288079634,0.328530446,0.204243675,0.234490663,0.265691712,0.356429949
541.9400024,0.157230675,0.080436364,0.051372074,0.061936408,0.068176948,0.089915082,0.060933597,0.087056696,0.014712099,-0.035619133,0.004505496,0.063975684,0.262212843,0.162938878,0.045232117,0.01303155,0.211536109,0.169903666,0.070118278,0.146224841,0.086060405,0.134105474,0.159971893,0.073139973,0.4067677,0.303089593,0.179682333,0.170942176,0.190404583,0.243162695,0.276663724,0.139353756,0.203562174,0.179202352,0.315584812,0.355385397,0.24804673,0.330499683,0.399581138,0.201111529,0.369146351,0.219904158,0.290773425,0.3249023,0.31633595,0.291896883,0.359014872,0.22573996,0.264615238,0.297928542,0.106189251,0.11281164,0.251391053,0.176642239,0.42831549,0.145490676,0.179250419,0.170670331,0.195333242,0.071595401,0.218157321,0.167212009,0.092168644,0.128178596,0.273718774,0.354301184,0.238730252,0.298538148,0.244595051,0.334412128,0.189567685,0.123776734,0.134327061,0.125405677,0.023954622,0.094402678,0.014207482,0.020726316,0.082694374,0.154399939,0.17390386,0.103926383,0.101689167,0.077677168,0.046635248,0.035809033,0.108438917,0.116038464,0.197746135,0.134435914,0.226036437,0.123042978,0.294996627,0.231276907,0.041552298,0.128367551
542.9799805,0.143969119,0.073380157,0.006922975,0.050143786,0.116283506,0.038104609,-0.06059137,0.118963331,0.104071885,0.034183003,0.070787996,-0.000236969,0.073815584,0.072419509,0.191739678,0.097250327,0.048857741,0.081450716,0.256533355,0.0423012,0.091336221,0.09846507,0.165596411,0.214856237,0.237511892,0.34611987,0.207867701,0.122076441,0.224462677,0.306720901,0.228798825,0.286213446,0.311928827,0.251855005,0.308849979,0.299238969,0.445755769,0.24197929,0.445388902,0.287346561,0.331936199,0.153655712,0.284070808,0.496940155,0.256453294,0.245735932,0.506753881,0.205466483,0.428229868,0.385404497,0.291405857,0.270846337,0.320459574,0.283278823,0.398757815,0.383065999,0.292056054,0.266534209,0.421914726,0.320212543,0.310875684,0.19573541,0.269324005,0.299733967,0.432130158,0.430781275,0.489369094,0.421682149,0.327538729,0.302839398,0.308601677,0.220449969,0.096418865,0.101790123,0.133122422,0.010973521,0.012228288,0.106574379,0.070285194,0.158408292,0.183575846,0.195795335,0.097518496,0.05545371,0.079566039,0.1981631,0.287314631,0.069494031,0.105649196,0.149197586,0.020916112,0.046641953,0.180933125,0.128215529,-0.046858616,0.088144712
544.0200195,0.025155209,-0.001006164,-0.033986598,-0.059904791,-0.021891393,0.006805293,0.134532921,0.108697079,-0.047296859,0.054417141,-0.0120112,-0.08476628,0.25574746,0.007029958,0.017333455,0.092374735,0.104579113,0.116058357,0.037941046,0.002906032,0.088498376,0.072390087,0.130041681,-0.110549966,0.106834888,0.273809999,0.1565606,0.073495805,0.160969645,0.127931848,0.129106447,0.053094178,0.195886433,0.139579654,0.269789159,0.184036016,0.247564644,0.21288529,0.358602345,0.168891996,0.12722367,0.218031436,0.312216192,0.300287873,0.264866173,0.278077573,0.201454788,0.214072943,0.277121872,0.231347203,0.00765188,0.224589825,0.15168044,0.291307092,0.325896025,0.172978461,0.161787033,0.179199755,0.096971378,0.140543073,0.129655898,0.0643491,0.263505667,0.24651587,0.375308871,0.195413888,0.242386878,0.218941122,0.170505375,0.201960325,0.124686867,0.253473014,0.190523244,0.143709816,0.031373702,0.128307618,0.019781791,0.055105165,0.130492233,0.12231075,0.189893074,0.1076838,0.141566984,0.167713456,0.08562278,0.229329832,0.188237883,0.153241076,0.154624201,0.216065027,0.243171729,0.181839831,0.174949996,0.281295009,0.125004031,0.263569959
545.0700073,0.044950347,0.102901686,0.087526496,0.116449673,0.125870053,0.134854529,0.102093268,0.104813177,0.122847307,0.041918289,0.081047017,0.107675258,0.256221224,0.10176282,0.174763236,0.065374453,0.226238895,0.11308584,0.246376324,0.161201779,0.095942814,0.28998797,0.233075816,0.145390082,0.301236153,0.215704113,0.309438527,0.2205621,0.206572205,0.176889777,0.343071789,0.243859977,0.229506433,0.194670618,0.177066684,0.19448033,0.348338991,0.332814991,0.342629761,0.189932346,0.295847535,0.170281589,0.3575086,0.235814273,0.194166809,0.210008264,0.095693827,0.266527742,0.275104068,0.284588031,0.12620648,0.181646042,0.287857555,0.306518756,0.381866388,0.194783472,0.270664744,0.093107812,0.263899855,0.140829496,0.206025623,0.258762412,0.296255879,0.156303205,0.334668957,0.315267794,0.259497516,0.345569663,0.170329623,0.205333345,0.249579631,0.264462255,0.184400037,0.118084684,0.116403177,0.087334141,0.186265007,0.169784799,0.119970486,0.198190674,0.147193372,-0.052779188,0.114325017,0.205522493,0.045346126,0.194753036,0.167174965,0.029702954,0.053318813,0.204182252,0.222667828,0.27250044,0.204643622,0.262084737,0.148677066,0.233360872
545.9699707,0.011636697,0.025139101,0.039972179,0.015991323,0.059739716,-0.05937209,0.029075019,-0.020172499,-0.019879997,0.037326224,-0.046023995,-0.005035385,-0.046508074,0.043127634,-0.016735852,0.086800449,0.017069317,0.055548348,0.003049709,0.059414484,0.041812353,0.196916454,0.093399994,0.065306373,0.374450715,0.487956556,0.244790139,0.278813513,0.431797536,0.185076581,0.362654926,0.242327752,0.304057183,0.368728431,0.365878792,0.180404695,0.404601665,0.396276684,0.339142771,0.31948054,0.395579102,0.299515219,0.279086145,0.212553905,0.311540099,0.250985535,0.331686618,0.239187451,0.249860209,0.413439569,0.140939844,0.32669985,0.453802136,0.374423203,0.433373955,0.269954023,0.347901401,0.350156692,0.299985644,0.202688065,0.286523012,0.400956568,0.391767678,0.248401401,0.382050333,0.289954868,0.4526844,0.315049079,0.203353536,0.339055684,0.395051924,0.397429374,0.273865081,0.291910045,0.277909674,0.163169228,0.147815965,0.147330143,0.155061699,0.284246527,0.206980787,0.25458429,0.257384233,0.157636575,0.246129386,0.384505652,0.222043671,0.225196503,0.322881959,0.293911241,0.416999005,0.28735169,0.307293855,0.337738954,0.214507706,0.350829564
547.0100098,0.185955629,0.081421405,0.029498443,0.110557839,0.033635832,0.121851251,0.029929459,0.079074055,0.132191569,0.026721887,-0.0477641,0.029241122,0.194003895,0.049034387,0.132550657,0.041058332,0.218231663,0.048467025,0.163550928,0.205482468,0.205176011,0.146871403,0.018692009,0.120193854,0.148938157,0.209810831,0.287105419,0.093505271,0.315486588,0.120629124,0.125228442,0.109802626,0.031844668,0.282055564,0.13885323,0.207358308,0.24359373,0.144319572,0.240838774,0.164634235,0.172964133,0.186181672,0.21958486,0.405025817,0.232636221,0.110755973,0.251844831,0.117281236,0.18559964,0.21868737,0.172878698,-0.036374047,0.142506644,0.228956684,0.226927891,0.087326005,0.166383103,0.04143779,0.124260113,0.004254952,0.159371063,0.077417985,-0.016075715,0.161038294,0.227080241,0.269533232,0.203203723,0.261919513,0.071243376,0.070941582,0.109500036,0.03042689,0.170266148,0.232031759,0.205894616,0.176686998,0.099304225,0.212517049,0.065839965,0.239810523,0.002686068,0.079500776,0.15797792,0.171325784,0.187183913,0.323544767,0.22775453,0.273278471,0.065352958,0.147076081,0.141057324,0.348419245,0.231478419,0.143524092,0.189828824,0.16383056
548.0499878,-0.04261566,0.100901589,0.122801185,-0.008206472,0.13376078,0.075895429,-0.020327687,0.362412184,0.017674416,0.070448965,-0.093524948,0.014040917,0.031306848,0.016916901,0.138540149,0.268441647,0.010626219,0.034900784,0.118890598,0.124376997,0.09435235,0.046921611,-0.058155112,0.137378037,0.188802734,0.458849981,0.229926154,0.144563794,0.243963853,0.289732024,0.164842337,0.168786034,0.172164127,0.068265274,0.307199553,0.263105258,0.282212868,0.337569788,0.343048707,0.249814585,0.192778572,0.123883054,0.307547733,0.0752628,0.37338005,0.260423765,0.305225953,0.168701068,0.304060474,0.303348497,0.406236902,0.44307597,0.323931381,0.595186725,0.498927876,0.317641541,0.376977518,0.289643154,0.296378538,0.259388238,0.220348626,0.395293012,0.374474958,0.535018519,0.481132999,0.352701053,0.317635015,0.517690733,0.400275424,0.419893995,0.291454002,0.257060722,0.160727788,0.223968614,0.172190834,0.03366762,0.366553772,0.091265816,0.102457438,0.224593002,0.017777894,0.264801461,0.187945802,0.23138966,0.124735717,0.217880983,0.203198303,0.161523972,0.178488333,0.130334828,0.253631551,0.330799568,0.128187541,0.135511357,0.152583022,0.176572997
548.9500122,0.067819539,-0.004871044,0.083034445,-0.04319457,0.108039144,0.115280274,0.181360234,0.051267315,0.090679202,0.050028432,0.052409235,0.066599373,0.146679271,0.050743025,0.151026849,0.035436306,0.07216138,0.156363238,0.278651301,0.200670842,0.155977849,0.143515009,0.031733293,0.304258589,0.058788314,0.247859031,0.103523225,0.151143998,0.190273672,0.128701776,0.191466331,0.03690207,0.196767032,0.185192049,0.14609921,0.296020329,0.132390946,0.301248044,0.19197309,0.350041151,0.108135834,0.060689464,0.247977257,0.239436597,0.296588004,0.20352447,0.146144688,0.210024029,0.434916295,0.290992104,0.203166075,0.428987451,0.482483901,0.667778321,0.499544717,0.372925229,0.476261713,0.37915159,0.471042998,0.392374672,0.514936782,0.434787162,0.502862342,0.313609846,0.455233939,0.474673338,0.352525719,0.252657346,0.427513875,0.317981012,0.449803747,0.338193335,0.057018861,0.06317845,0.03294456,0.059299931,0.196583822,0.079428032,0.076120794,-0.15106683,-0.015241802,0.024152815,-0.055503607,-0.070503518,0.131779566,0.063775674,0.020957679,0.073244348,0.112458959,0.177314505,0.142449036,0.10028927,0.195283309,0.024216607,-0.017163679,0.150599524
550,0.024917498,0.250089876,0.130111285,0.043494709,-0.079113476,0.024764381,-0.015582331,0.147506155,0.190840147,0.170851819,0.066898428,0.120644726,0.125260137,0.047538169,-0.079275755,-0.014081173,0.298205517,0.132842489,0.044805683,0.052298062,0.10024213,0.170733385,0.069830053,0.063363262,0.278046411,0.508646291,0.102331769,0.200029906,0.381089222,0.346057992,0.357017409,0.199256118,0.282516312,0.225389343,0.330605011,0.291650128,0.484828811,0.319558304,0.43601222,0.295952957,0.251311045,0.325689774,0.35493077,0.282157134,0.168498915,0.321987521,0.35009433,0.282629829,0.156359628,0.206482068,0.20117031,0.149635926,0.125515237,0.293207303,0.335184082,0.045703232,0.245676979,0.047871262,-0.037046708,0.148893759,0.331607983,0.320169494,0.285417065,0.088981941,0.313508913,0.474293783,0.161354557,0.241822317,0.214539006,0.08144924,0.248492762,0.336719319,0.294883836,0.099846411,0.20061003,0.081350211,0.163979147,0.125243712,0.203649569,0.275141735,0.269119848,0.143301148,0.338810999,0.061117593,0.324935246,0.360336889,0.105493281,0.128685597,0.248858828,0.375834066,0.311118502,0.299166787,0.36500128,0.170227695,0.142260749,0.28008591
551.0200195,-0.10791496,-0.17389847,-0.151779993,0.074730396,0.13504377,-0.176864777,0.073334187,0.207023293,0.136601716,0.022932827,0.067134365,0.07011494,-0.023042522,0.131415576,0.193199664,0.112444192,0.117446244,0.16214022,0.118145645,0.10020408,0.024091914,0.114840493,0.161778867,0.06628488,0.198091827,0.320854835,0.494309567,0.271309815,0.282050006,0.323557727,0.426771246,0.274215333,0.062100612,0.198944472,0.473687492,0.238273911,0.21465566,0.261440419,0.236542694,0.365461014,0.194157742,0.236052416,0.411521219,0.34904363,0.282376312,0.216572456,0.22286173,0.089775823,0.13238791,0.021236297,0.088935051,0.452051435,0.305008981,0.241247568,0.392517809,0.414520685,0.092556182,0.357417766,0.327788565,0.286002699,0.356677804,0.338102493,0.341088269,0.263729099,0.178544451,0.46654636,0.292695407,0.255877379,0.376218919,0.336241905,0.325131062,0.251896564,0.417206466,0.326392055,0.259830236,0.303221136,0.367130965,0.239646196,0.362511992,0.498380274,0.2184885,0.192682341,0.176044717,0.091430657,0.217732102,0.195363373,0.460829496,0.18128258,0.155489907,0.223643601,0.134291276,0.393606097,0.308139265,0.282001764,0.241370991,0.258170009
552.0499878,-0.001787439,-0.166953396,-0.036398843,-0.122339137,-0.004035428,-0.099409446,-0.067707762,0.145960152,-0.026178002,0.033629462,0.110204846,0.131652236,-0.101126157,-0.078436479,0.015823036,0.052124828,0.036023945,0.198588878,0.018985316,-0.00239189,0.07320106,-0.192032337,-0.052820891,0.018891558,0.264371723,0.227720082,0.300752223,0.173747987,0.316901445,0.069034919,0.293673038,0.296133459,0.160228074,0.364430219,0.254075438,0.227003008,0.020973109,0.277493715,0.309356064,0.33072114,0.232007027,0.281045645,0.368175447,0.405853957,0.353511184,0.266768217,0.316190273,0.244922042,0.411862083,0.48564703,0.206388675,0.39156989,0.511871733,0.464904256,0.429388441,0.487350263,0.625865646,0.307237811,0.354368635,0.116689272,0.391220547,0.364971437,0.316347249,0.287068076,0.417855807,0.348173149,0.449764498,0.516955622,0.531379171,0.44645936,0.420508392,0.294417627,0.002879351,-0.002759993,-0.148406029,-0.004334241,0.088494062,-0.032259166,-0.17100662,0.059164643,-0.116349503,-0.192760527,0.128893197,-0.015692234,0.028533906,-0.103657126,0.061996549,-0.152470633,-0.003108561,0.01954034,-0.121727169,-0.143349618,-0.062645763,-0.010978132,-0.031056881,-0.057590246
552.9400024,0.006019682,0.074654683,-0.072854318,-0.074230306,0.094499245,0.096774593,-0.141862186,-0.143075462,-0.046539068,-0.074111022,-0.217228401,-0.023468509,0.104272798,0.066863582,-0.071278207,0.176312432,0.151596829,0.031435877,-0.022342458,0.145293191,0.176989809,0.047839433,0.143908694,0.11934416,0.106273651,-0.007625639,0.098445684,0.065779448,0.110916764,0.060248822,0.062809885,0.361200362,0.004416406,0.091628939,-0.170992099,-0.059251592,-0.014025629,-0.004306227,0.092907131,0.257621795,0.018183172,-0.074120283,-0.147923633,0.086476505,-0.124946728,0.087009162,-0.218075812,0.031881928,0.199102342,0.189881265,-0.095517054,-0.020315051,-0.115296409,0.288089007,0.238182753,0.053761214,-0.068418622,0.124360681,-0.066993341,-0.089832678,0.212710023,-0.119536027,-0.028057247,0.117913246,0.129208833,0.360131651,0.106087774,-0.045137659,-0.069425136,0.050043762,0.207982808,0.05518958,0.155837804,0.00078854,-0.022967942,0.101498485,0.092339322,0.0765315,0.071786076,0.229414195,0.1486727,0.187611908,0.135065764,0.114308566,0.04883638,0.305106342,0.188517928,0.114332318,-0.023646146,0.105278999,0.231928647,0.07764326,0.106967196,0.190352887,0.178025663,0.138595641
553.9699707,-0.049885668,0.150615469,-0.000226483,0.1301613,-0.070470538,0.261783555,0.077703416,0.32346575,0.117534339,-0.000784658,0.072817296,0.027738154,-0.07425594,-0.020467386,0.273724779,0.025180936,0.168483362,0.04542391,0.146482274,0.126544058,0.160116985,-0.069792807,0.05189018,0.170812562,0.540101446,0.372373499,0.372388221,0.381186403,0.27194985,0.323035575,0.410079457,0.314167283,0.49869547,0.342852749,0.417014189,0.339418836,0.567378052,0.481856085,0.614184745,0.499350674,0.612998791,0.170603029,0.538491465,0.382190384,0.375204749,0.245562322,0.374777772,0.437127627,0.121149763,0.112006307,0.382951468,0.227062106,0.260408968,0.472769111,0.166926503,0.150764376,0.164173901,-0.022008084,0.131848693,0.075760379,0.274930537,0.367474943,0.222525179,0.071764603,0.248220682,0.366630226,0.195270509,0.083397433,0.363081336,0.251674294,0.313846946,0.213222742,0.526143163,0.453377187,0.403084591,0.590449095,0.487279266,0.271474965,0.55611375,0.388936579,0.317721009,0.242766328,0.28689567,0.241615582,0.398605719,0.511653423,0.388748884,0.45622021,0.484910905,0.51154384,0.4835504,0.535118073,0.269128531,0.434892863,0.586008549,0.393380016
555,0.026821159,0.030479059,0.341050848,0.032889217,0.18200247,0.141214609,0.035548642,-0.049871771,0.028994806,0.00183624,0.144669488,0.174606353,0.098978937,0.151751623,0.238934144,0.101884082,-0.022908807,0.170422733,0.001484841,0.101286456,0.158453941,0.254558429,0.246416971,0.109826341,0.338180855,0.127064988,0.269461468,0.270283714,0.234014198,0.144332394,0.174556389,0.092138201,0.095530421,0.148199633,0.176176414,0.103025302,0.243591741,0.201547548,0.288700595,0.260700807,0.380834952,0.146349028,0.076584175,0.218543664,0.278123274,0.348208174,0.028511405,0.257926062,0.289169282,0.509372473,0.402708232,0.324740231,0.298559457,0.430903375,0.320461452,0.353740811,0.439270794,0.403683603,0.406741738,0.293721706,0.35532093,0.350517005,0.297648579,0.551516652,0.462427735,0.281322718,0.399032354,0.156270355,0.301734984,0.197745696,0.6482898,0.395266682,0.294267785,0.252660375,0.266296964,0.107427385,0.324519794,0.174849104,0.215349417,0.074109454,0.230165254,0.166845914,0.331223052,0.223047476,0.305037539,0.159983959,0.051937494,0.226501536,0.178270441,0.081422742,0.262589019,0.209243428,0.282964598,0.205892008,0.198421951,0.258789342
556.0200195,-0.027031723,0.106749222,-0.131234519,0.078210101,0.058457181,0.225180045,0.292590752,0.02444078,0.139576375,0.072210252,-0.106821444,0.135307834,0.076521069,0.169136271,0.236467168,0.130015016,0.180207059,0.15690738,0.159767583,0.129635096,0.106051475,0.263513908,0.003094681,-0.000498801,0.179360926,0.25138557,0.204942882,0.313878179,0.176172525,-0.005227566,0.242706984,0.255784184,0.155940622,0.203163862,0.346789509,-0.027382255,0.120676607,0.000367686,0.204805434,0.099676132,0.172266662,0.092927128,0.328102499,0.018647417,0.218628198,0.286525667,0.221317947,0.050553903,0.372739067,0.545892885,0.260284415,0.243855556,0.205832696,0.336610069,0.281376472,0.417412361,0.252300074,0.364603749,0.182507237,0.29080843,0.447909554,0.494049778,0.477938583,0.351795873,0.372486612,0.264032951,0.203587925,0.160512676,0.10358501,0.288770219,0.306826433,0.281960865,0.373305485,0.419083163,0.605014428,0.59857215,0.400344893,0.240446471,0.240066193,0.413477346,0.398462906,0.186342534,0.388806477,0.545396104,0.418503627,0.427238151,0.559540555,0.211446173,0.368602678,0.368442312,0.345278621,0.472360209,0.557987735,0.314972118,0.185858708,0.186316848
557.0499878,0.134102784,0.081156619,0.139036916,0.002198301,-0.08244703,0.273971252,-0.000488773,0.112100087,0.111120977,0.144922592,0.059453301,0.27527567,0.268543862,0.059533887,0.386285745,0.087370686,0.16742108,0.033713855,0.106369622,0.174784027,-0.023178987,0.294419162,0.223006718,0.165193506,0.155494452,0.173921764,0.126397222,0.099870175,-0.165918298,0.130984008,0.024071038,0.103705347,-0.028452709,0.245591313,-0.165961251,0.021987125,-0.031866565,-0.013129354,0.156178534,0.069760978,0.097667724,0.274012983,0.250034958,0.152773023,0.06495738,0.145238429,-0.019978642,-0.247108083,0.518569551,0.627164118,0.276572205,0.22307051,0.340015613,0.423251383,0.444095843,0.615872495,0.24835252,0.280740328,0.626222007,0.336128913,0.465845279,0.575839095,0.194663517,0.385877363,0.222817205,0.441783719,0.471639715,0.561919861,0.407013915,0.494697653,0.521626227,0.342713736,0.365292305,0.1604374,0.223494137,0.30999797,0.211607555,0.302825803,0.455552781,0.275651747,0.331559503,0.304619813,0.380036438,0.365683014,0.264326597,0.138203794,0.216199169,0.372103835,0.178944046,-0.026853567,0.140589857,0.253023261,0.295623058,0.316356594,0.080971861,0.383408451
557.9400024,-0.02693893,0.062978491,0.107555434,-0.133535974,0.033174619,-0.026598841,-0.104242429,-0.047549814,-0.106051423,0.150285169,-0.053775743,0.090483323,0.290196285,0.218357369,0.094356164,0.338909402,0.007401988,0.09061183,0.064905122,-0.135652959,0.173153833,-0.13597152,-0.016987219,0.089252636,0.422351122,0.64206326,0.509484231,0.169328898,0.391575813,0.474139363,0.468055248,0.390512779,0.310659677,0.401873529,0.56107977,0.342724264,0.312743306,0.511579752,0.540132403,0.510810375,0.544812709,0.447833866,0.607121319,0.534692436,0.545518965,0.453347176,0.452976614,0.647254705,0.410742074,0.437631369,0.286518306,0.231025815,0.087240607,0.32943967,0.510637939,0.39284876,0.382458746,0.347967058,0.300561279,0.053495079,0.315204859,0.195623368,0.247148722,0.330338508,0.23149842,0.398624361,0.113711387,0.058431849,0.147090957,0.031738006,0.136195764,0.274920791,0.030531071,-0.11025054,-0.192711167,0.200598083,0.159914277,0.152730517,0.231133781,0.112021081,0.347297572,0.14155405,0.138491921,0.261241727,0.005043171,0.194805078,0.114134513,0.029946856,0.135664545,0.206378244,0.065193184,0.194096081,0.29037901,0.227378182,-0.11025054,0.581272535
558.9699707,0.226302888,0.445449125,0.141927812,0.178661365,0.147388872,0.146322329,0.088375727,0.213436287,0.087732529,0.263149869,-0.001603298,0.17437223,0.389844369,0.203959163,0.259106379,0.524047714,0.321004491,-0.00022852,0.23627485,0.326346707,0.29205991,0.14716671,0.441655856,0.292913701,0.056819469,0.162244216,0.402235106,0.232253984,0.170081511,0.1244912,0.259918317,0.151419297,0.210615411,0.093202695,0.001759157,0.19268994,0.136955127,0.356251076,0.182525113,0.258828864,0.143188193,0.11696811,0.347281888,0.14722757,0.345476404,0.336537734,0.123390183,0.192826167,0.467373565,0.374160126,0.287899524,0.465880349,0.529232308,0.539495543,0.34263356,0.405268475,0.473030105,0.397973731,0.597269788,0.029666843,0.367597625,0.40284203,0.171946593,0.593163744,0.291233703,0.453284666,0.354411438,0.634497061,0.116274316,0.205006242,0.568085149,0.380674943,0.293399148,0.115337856,0.139258318,0.148306571,0.110535182,0.102976255,0.181588851,0.265591733,0.273447357,0.029947735,0.14424894,0.258181058,0.262589388,0.420782529,0.232657515,0.223978274,0.204206966,0.168741725,0.06290374,0.211783819,0.356408767,0.515223466,0.264693759,0.326342247
560,0.291124795,0.032848094,0.32041404,0.176143203,0.358175997,0.167974818,0.425654802,0.147179101,-0.089485746,0.200416062,0.120092187,-0.202997442,0.314170513,-0.059414174,0.123898286,0.427707557,0.203766827,0.299888764,0.11296,0.208259735,0.117691923,0.177090291,0.09484968,-0.155491035,0.257451162,0.229622498,0.40558131,0.141374364,0.329998359,0.284079,0.446557954,0.242481366,0.22923167,0.058721051,0.090731919,-0.205436338,0.437763885,-0.001787722,0.291923508,0.224507913,0.145528898,-0.026995294,0.142712578,0.120158985,0.285209879,0.08987847,0.002294511,0.159903184,0.286862787,0.232360419,0.20084342,0.39279848,0.199666109,0.429422732,0.176314961,0.213885542,-0.154165845,0.271789487,0.390217479,0.225744989,0.398022678,0.23322716,0.112274449,0.316882696,0.388331022,0.159958448,0.214863297,0.370501306,0.293072786,0.255504336,0.206730183,0.3192853,0.234361671,0.093565114,0.313957982,0.10951554,0.206822388,0.144911341,0.341789924,0.267679863,0.112647735,-0.000824418,0.150951676,0.148359142,0.00059345,0.085258804,0.198585294,0.196944915,0.181407906,0.171631806,0.144697808,0.203359596,0.291586928,0.183197804,0.287728302,0.057601437
